Output Areas Code,HHD_dep_education_PC,HHD_dep_employment_PC,HHD_dep_health_PC,HHD_dep_housing_PC
E00053353,0.2827868852459016,0.11475409836065574,0.3360655737704918,0.0778688524590164
E00053354,0.17293233082706766,0.06766917293233082,0.3082706766917293,0.05263157894736842
E00053355,0.112,0.04878048780487805,0.21951219512195122,0.016
E00053356,0.2152777777777778,0.041666666666666664,0.3402777777777778,0.04861111111111111
E00053357,0.14184397163120568,0.03496503496503497,0.2127659574468085,0.0070921985815602835
E00053358,0.19428571428571428,0.09142857142857143,0.2342857142857143,0.03428571428571429
E00053359,0.3142857142857143,0.12318840579710146,0.38405797101449274,0.03571428571428571
E00053360,0.2753623188405797,0.1357142857142857,0.3597122302158273,0.02158273381294964
E00053361,0.140625,0.03076923076923077,0.2125984251968504,0.015625
E00053362,0.21428571428571427,0.029197080291970802,0.30714285714285716,0.014285714285714285
E00053363,0.3006993006993007,0.17123287671232876,0.44755244755244755,0.04895104895104895
E00053364,0.2972972972972973,0.044642857142857144,0.37272727272727274,0.01818181818181818
E00053365,0.1,0.06666666666666667,0.25,0.016666666666666666
E00053366,0.09420289855072464,0.09420289855072464,0.3237410071942446,0.050724637681159424
E00053367,0.21641791044776118,0.08955223880597014,0.37593984962406013,0.007518796992481203
E00053368,0.23255813953488372,0.10852713178294573,0.3488372093023256,0.05426356589147287
E00053369,0.17073170731707318,0.056910569105691054,0.3170731707317073,0.024390243902439025
E00053370,0.0738255033557047,0.006711409395973154,0.2483221476510067,0.0
E00053371,0.09090909090909091,0.07575757575757576,0.20454545454545456,0.007633587786259542
E00053372,0.24806201550387597,0.08527131782945736,0.3333333333333333,0.03875968992248062
E00053373,0.10810810810810811,0.033783783783783786,0.3716216216216216,0.0
E00053374,0.30201342281879195,0.087248322147651,0.3509933774834437,0.04
E00053375,0.21428571428571427,0.03571428571428571,0.2642857142857143,0.04285714285714286
E00053376,0.10135135135135136,0.02702702702702703,0.22972972972972974,0.006756756756756757
E00053377,0.3333333333333333,0.17266187050359713,0.3597122302158273,0.11594202898550725
E00053378,0.24271844660194175,0.1941747572815534,0.3932038834951456,0.1111111111111111
E00053379,0.36153846153846153,0.1,0.4418604651162791,0.07692307692307693
E00053380,0.25675675675675674,0.02027027027027027,0.2702702702702703,0.02027027027027027
E00053381,0.22950819672131148,0.14754098360655737,0.4016393442622951,0.125
E00053382,0.20297029702970298,0.07881773399014778,0.30049261083743845,0.04950495049504951
E00053383,0.24812030075187969,0.16541353383458646,0.39849624060150374,0.037037037037037035
E00053384,0.23529411764705882,0.20588235294117646,0.3161764705882353,0.20149253731343283
E00053385,0.24390243902439024,0.07377049180327869,0.30327868852459017,0.05737704918032787
E00053386,0.2911392405063291,0.2088607594936709,0.47468354430379744,0.14465408805031446
E00053387,0.18461538461538463,0.05384615384615385,0.26153846153846155,0.0
E00053388,0.1826086956521739,0.034782608695652174,0.2672413793103448,0.017241379310344827
E00053389,0.2625,0.08125,0.35625,0.025
E00053390,0.18699186991869918,0.032520325203252036,0.2764227642276423,0.032520325203252036
E00053391,0.25,0.06923076923076923,0.2578125,0.007751937984496124
E00053392,0.1557377049180328,0.03278688524590164,0.27049180327868855,0.040983606557377046
E00053393,0.1935483870967742,0.072,0.33858267716535434,0.0967741935483871
